_id,origin_zone,Origin Name,Destination_zone,Destination Name,Commodity Group code,Commodity Group,Daily trips,comodity weight (KG),Commodity Value ($)
7695,3547,Renfrew,3512,Hastings,22,Other raw and finished forest products,5.71," 168,714 "," 9,111 "
7696,3547,Renfrew,3514,Northumberland,22,Other raw and finished forest products,1.44," 57,480 "," 2,759 "
7697,3547,Renfrew,3515,Peterborough,32,Empty,6.13, -   , -   
7698,3547,Renfrew,3518,Durham,32,Empty,3.67, -   , -   
7699,3547,Renfrew,3519,York,14,"Minerals, ores and concentrates",1.95," 77,142 "," 2,623 "
7700,3547,Renfrew,3519,York,32,Empty,6.99, -   , -   
7701,3547,Renfrew,3520,Toronto,3,Automobiles and other vehicles/ gte,1.07," 5,864 "," 94,189 "
7702,3547,Renfrew,3520,Toronto,11,Lumber,1.53," 28,287 "," 51,122 "
7703,3547,Renfrew,3520,Toronto,14,"Minerals, ores and concentrates",3.48," 197,977 "," 6,731 "
7704,3547,Renfrew,3520,Toronto,22,Other raw and finished forest products,8.73," 131,324 "," 8,043 "
7705,3547,Renfrew,3520,Toronto,32,Empty,5.22, -   , -   
7706,3547,Renfrew,3520,Toronto,33,Mail,1.07, 487 , -   
7707,3547,Renfrew,3521,Peel,4,Base metals and articles of base metal,1.90," 6,472 "," 6,549 "
7708,3547,Renfrew,3521,Peel,20,Other chemical products,1.46," 1,937 "," 14,956 "
7709,3547,Renfrew,3521,Peel,21,Other manufactured and miscellaneous goods,1.22," 22,266 "," 127,618 "
7710,3547,Renfrew,3521,Peel,22,Other raw and finished forest products,3.63," 123,125 "," 84,103 "
7711,3547,Renfrew,3521,Peel,23,Paper and paper products,1.07," 17,524 "," 19,802 "
7712,3547,Renfrew,3521,Peel,25,Plastics and rubber products,1.29," 5,261 "," 21,281 "
7713,3547,Renfrew,3521,Peel,28,Waste and scrap,2.08," 39,686 "," 18,410 "
7714,3547,Renfrew,3521,Peel,32,Empty,2.20, -   , -   
7715,3547,Renfrew,3524,Halton,4,Base metals and articles of base metal,1.28," 2,332 "," 2,141 "
7716,3547,Renfrew,3524,Halton,32,Empty,1.67, -   , -   
7717,3547,Renfrew,3525,Hamilton,32,Empty,1.45, -   , -   
7718,3547,Renfrew,3526,Niagara,11,Lumber,1.04," 14,235 "," 25,727 "
7719,3547,Renfrew,3530,Waterloo,21,Other manufactured and miscellaneous goods,1.57," 7,219 "," 39,749 "
7720,3547,Renfrew,3530,Waterloo,32,Empty,1.26, -   , -   
7721,3547,Renfrew,3539,Middlesex,22,Other raw and finished forest products,1.19," 25,377 "," 13,818 "
7722,3547,Renfrew,3543,Simcoe,32,Empty,8.56, -   , -   
7723,3547,Renfrew,3547,Renfrew,4,Base metals and articles of base metal,4.14," 85,346 "," 198,744 "
7724,3547,Renfrew,3547,Renfrew,5,Cement and non-metallic mineral products,2.13," 38,412 "," 4,878 "
7725,3547,Renfrew,3547,Renfrew,8,"Electronic, electrical & office equipment",1.64," 1,493 "," 88,572 "
7726,3547,Renfrew,3547,Renfrew,10,Liquefied propane gases and other petroleum products including liquefied natural gas,31.13," 590,814 "," 80,393 "
7727,3547,Renfrew,3547,Renfrew,11,Lumber,3.27," 69,557 "," 125,711 "
7728,3547,Renfrew,3547,Renfrew,12,Machinery,3.06," 50,700 "," 264,358 "
7729,3547,Renfrew,3547,Renfrew,13,"Meat, fish and seafood",2.13," 2,911 "," 9,270 "
7730,3547,Renfrew,3547,Renfrew,14,"Minerals, ores and concentrates",2.13," 42,680 "," 10,072 "
7731,3547,Renfrew,3547,Renfrew,18,"Other (fuel oil, gasoline and aviation fuel)",10.60," 103,486 "," 42,829 "
7732,3547,Renfrew,3547,Renfrew,19,Other agriculture and food products,11.56," 58,450 "," 62,456 "
7733,3547,Renfrew,3547,Renfrew,21,Other manufactured and miscellaneous goods,2.97," 2,263 "," 15,062 "
7734,3547,Renfrew,3547,Renfrew,22,Other raw and finished forest products,3.78," 6,653 "," 15,040 "
7735,3547,Renfrew,3547,Renfrew,24,Parts & accessories for motors vehicles/ ogte,3.44," 3,328 "," 7,977 "
7736,3547,Renfrew,3547,Renfrew,25,Plastics and rubber products,1.53," 3,480 "," 15,605 "
7737,3547,Renfrew,3547,Renfrew,28,Waste and scrap,4.61," 10,532 "," 6,285 "
7738,3547,Renfrew,3547,Renfrew,32,Empty,57.56, -   , -   
7739,3547,Renfrew,3552,Sudbury,22,Other raw and finished forest products,3.23," 123,823 "," 18,945 "
7740,3547,Renfrew,3553,Sudbury,4,Base metals and articles of base metal,1.57," 11,404 "," 14,270 "
7741,3547,Renfrew,3553,Sudbury,19,Other agriculture and food products,3.83," 115,911 "," 247,112 "
7742,3547,Renfrew,3553,Sudbury,32,Empty,2.39, -   , -   
7743,3547,Renfrew,3558,Thunder Bay,32,Empty,2.12, -   , -   
7744,3547,Renfrew,7001,Alabama,25,Plastics and rubber products,1.02," 20,511 "," 41,966 "
7745,3547,Renfrew,7009,Connecticut,32,Empty,1.22, -   , -   
7746,3547,Renfrew,7026,Michigan,11,Lumber,1.61," 57,196 "," 33,659 "
7747,3547,Renfrew,7026,Michigan,24,Parts & accessories for motors vehicles/ ogte,1.85," 9,270 "," 34,577 "
7748,3547,Renfrew,7036,New York,32,Empty,1.31, -   , -   
7749,3548,Nipissing,2400,Quebec,11,Lumber,3.60," 127,097 "," 91,075 "
7750,3548,Nipissing,2400,Quebec,22,Other raw and finished forest products,12.70," 498,706 "," 41,557 "
7751,3548,Nipissing,2400,Quebec,32,Empty,2.66, -   , -   
7752,3548,Nipissing,3506,Ottawa-Carleton,19,Other agriculture and food products,6.64," 13,282 "," 14,105 "
7753,3548,Nipissing,3506,Ottawa-Carleton,32,Empty,10.10, -   , -   
7754,3548,Nipissing,3515,Peterborough,32,Empty,1.44, -   , -   
7755,3548,Nipissing,3516,Victoria,32,Empty,2.74, -   , -   
7756,3548,Nipissing,3518,Durham,32,Empty,1.78, -   , -   
7757,3548,Nipissing,3519,York,32,Empty,4.95, -   , -   
7758,3548,Nipissing,3520,Toronto,19,Other agriculture and food products,3.22," 6,916 "," 18,014 "
7759,3548,Nipissing,3520,Toronto,32,Empty,11.28, -   , -   
7760,3548,Nipissing,3521,Peel,4,Base metals and articles of base metal,1.47," 53,677 "," 503,281 "
7761,3548,Nipissing,3521,Peel,21,Other manufactured and miscellaneous goods,8.60," 66,024 "," 372,706 "
7762,3548,Nipissing,3521,Peel,22,Other raw and finished forest products,1.56," 3,531 "," 3,921 "
7763,3548,Nipissing,3521,Peel,23,Paper and paper products,8.67," 186,150 "," 226,313 "
7764,3548,Nipissing,3521,Peel,32,Empty,3.53, -   , -   
7765,3548,Nipissing,3523,Wellington,32,Empty,2.88, -   , -   
7766,3548,Nipissing,3524,Halton,32,Empty,1.89, -   , -   
7767,3548,Nipissing,3525,Hamilton,11,Lumber,1.18," 45,548 "," 82,319 "
7768,3548,Nipissing,3525,Hamilton,19,Other agriculture and food products,1.41," 2,114 "," 1,443 "
7769,3548,Nipissing,3529,Brant,32,Empty,2.38, -   , -   
7770,3548,Nipissing,3541,Bruce,11,Lumber,7.93," 158,504 "," 106,850 "
7771,3548,Nipissing,3541,Bruce,32,Empty,2.24, -   , -   
7772,3548,Nipissing,3543,Simcoe,10,Liquefied propane gases and other petroleum products including liquefied natural gas,4.68," 53,167 "," 60,878 "
7773,3548,Nipissing,3543,Simcoe,18,"Other (fuel oil, gasoline and aviation fuel)",2.24," 15,680 "," 2,493 "
7774,3548,Nipissing,3543,Simcoe,28,Waste and scrap,7.93," 182,298 "," 348,371 "
7775,3548,Nipissing,3543,Simcoe,32,Empty,12.44, -   , -   
7776,3548,Nipissing,3544,Muskoka,3,Automobiles and other vehicles/ gte,1.52, 152 , 451 
7777,3548,Nipissing,3544,Muskoka,11,Lumber,1.82," 32,720 "," 26,904 "
7778,3548,Nipissing,3544,Muskoka,12,Machinery,1.52," 13,780 "," 70,207 "
7779,3548,Nipissing,3544,Muskoka,19,Other agriculture and food products,6.83," 2,727 "," 8,609 "
7780,3548,Nipissing,3544,Muskoka,20,Other chemical products,5.32," 15,951 "," 45,843 "
7781,3548,Nipissing,3544,Muskoka,28,Waste and scrap,1.52," 59,124 "," 19,878 "
7782,3548,Nipissing,3544,Muskoka,32,Empty,2.35, -   , -   
7783,3548,Nipissing,3548,Nipissing,3,Automobiles and other vehicles/ gte,1.18," 4,708 "," 14,000 "
7784,3548,Nipissing,3548,Nipissing,4,Base metals and articles of base metal,3.86," 46,774 "," 55,079 "
7785,3548,Nipissing,3548,Nipissing,5,Cement and non-metallic mineral products,7.80," 113,413 "," 44,024 "
7786,3548,Nipissing,3548,Nipissing,12,Machinery,3.21," 23,306 "," 131,959 "
7787,3548,Nipissing,3548,Nipissing,14,"Minerals, ores and concentrates",2.35," 49,460 "," 1,682 "
7788,3548,Nipissing,3548,Nipissing,18,"Other (fuel oil, gasoline and aviation fuel)",3.41," 4,904 "," 2,074 "
7789,3548,Nipissing,3548,Nipissing,19,Other agriculture and food products,10.48," 30,582 "," 37,316 "
7790,3548,Nipissing,3548,Nipissing,20,Other chemical products,2.35," 1,177 ", 553 
7791,3548,Nipissing,3548,Nipissing,21,Other manufactured and miscellaneous goods,5.57," 46,387 "," 315,206 "
7792,3548,Nipissing,3548,Nipissing,22,Other raw and finished forest products,2.96," 23,350 "," 1,706 "
7793,3548,Nipissing,3548,Nipissing,25,Plastics and rubber products,2.17," 1,878 "," 4,831 "
7794,3548,Nipissing,3548,Nipissing,26,Potatoes,2.15, 215 , 95 
7795,3548,Nipissing,3548,Nipissing,32,Empty,33.81, -   , -   
7796,3548,Nipissing,3548,Nipissing,33,Mail,2.35," 1,391 ", -   
7797,3548,Nipissing,3549,Parry Sound,3,Automobiles and other vehicles/ gte,1.52," 6,064 "," 31,073 "
7798,3548,Nipissing,3549,Parry Sound,5,Cement and non-metallic mineral products,6.83," 37,591 "," 22,254 "
7799,3548,Nipissing,3549,Parry Sound,12,Machinery,5.32," 15,951 "," 131,452 "
7800,3548,Nipissing,3549,Parry Sound,13,"Meat, fish and seafood",1.11," 5,222 "," 11,544 "
7801,3548,Nipissing,3549,Parry Sound,21,Other manufactured and miscellaneous goods,10.63," 42,536 "," 262,729 "
7802,3548,Nipissing,3549,Parry Sound,25,Plastics and rubber products,5.32, 532 ," 3,562 "
7803,3548,Nipissing,3549,Parry Sound,32,Empty,27.23, -   , -   
7804,3548,Nipissing,3552,Sudbury,10,Liquefied propane gases and other petroleum products including liquefied natural gas,1.73," 31,221 "," 35,747 "
7805,3548,Nipissing,3552,Sudbury,22,Other raw and finished forest products,6.25," 264,961 "," 37,646 "
7806,3548,Nipissing,3552,Sudbury,32,Empty,3.14, -   , -   
7807,3548,Nipissing,3553,Sudbury,12,Machinery,3.14," 60,033 "," 373,969 "
7808,3548,Nipissing,3553,Sudbury,19,Other agriculture and food products,1.18," 13,882 "," 20,115 "
7809,3548,Nipissing,3553,Sudbury,21,Other manufactured and miscellaneous goods,1.72," 8,056 "," 44,363 "
7810,3548,Nipissing,3553,Sudbury,23,Paper and paper products,1.70, 387 ," 1,244 "
7811,3548,Nipissing,3553,Sudbury,25,Plastics and rubber products,2.68," 3,892 "," 16,550 "
7812,3548,Nipissing,3553,Sudbury,32,Empty,24.36, -   , -   
7813,3548,Nipissing,3554,Timiskaming,18,"Other (fuel oil, gasoline and aviation fuel)",2.15," 29,647 "," 12,155 "
7814,3548,Nipissing,3554,Timiskaming,32,Empty,9.94, -   , -   
7815,3548,Nipissing,3554,Timiskaming,33,Mail,1.14, 906 , -   
7816,3548,Nipissing,3556,Cochrane,19,Other agriculture and food products,1.97," 23,209 "," 33,629 "
7817,3548,Nipissing,3556,Cochrane,21,Other manufactured and miscellaneous goods,9.47," 110,831 "," 736,311 "
7818,3548,Nipissing,3556,Cochrane,23,Paper and paper products,2.88," 56,692 "," 113,280 "
7819,3548,Nipissing,3556,Cochrane,32,Empty,7.59, -   , -   
7820,3548,Nipissing,3556,Cochrane,33,Mail,2.37," 19,031 ", -   
7821,3548,Nipissing,3557,Algoma,19,Other agriculture and food products,2.46," 6,037 "," 8,748 "
7822,3548,Nipissing,3557,Algoma,22,Other raw and finished forest products,1.00," 41,553 "," 8,515 "
7823,3548,Nipissing,3557,Algoma,25,Plastics and rubber products,4.30," 156,758 "," 367,122 "
7824,3548,Nipissing,3557,Algoma,28,Waste and scrap,2.80," 105,002 "," 65,607 "
7825,3548,Nipissing,3557,Algoma,32,Empty,3.95, -   , -   
7826,3548,Nipissing,3558,Thunder Bay,21,Other manufactured and miscellaneous goods,1.15," 18,418 "," 125,115 "
7827,3548,Nipissing,7026,Michigan,11,Lumber,1.16," 41,305 "," 97,421 "
7828,3548,Nipissing,7026,Michigan,14,"Minerals, ores and concentrates",1.43," 57,962 "," 9,031 "
7829,3548,Nipissing,7031,Nebraska,21,Other manufactured and miscellaneous goods,1.32," 26,044 "," 168,770 "
7830,3549,Parry Sound,2400,Quebec,22,Other raw and finished forest products,2.74," 107,054 "," 21,526 "
7831,3549,Parry Sound,2400,Quebec,32,Empty,3.05, -   , -   
7832,3549,Parry Sound,3518,Durham,32,Empty,7.71, -   , -   
7833,3549,Parry Sound,3519,York,22,Other raw and finished forest products,9.52," 363,779 "," 17,461 "
7834,3549,Parry Sound,3519,York,32,Empty,4.12, -   , -   
7835,3549,Parry Sound,3520,Toronto,19,Other agriculture and food products,4.12, 561 , 437 
7836,3549,Parry Sound,3520,Toronto,32,Empty,21.87, -   , -   
7837,3549,Parry Sound,3521,Peel,5,Cement and non-metallic mineral products,3.78," 51,554 "," 104,087 "
7838,3549,Parry Sound,3521,Peel,19,Other agriculture and food products,9.52," 88,726 "," 128,561 "
7839,3549,Parry Sound,3521,Peel,32,Empty,32.54, -   , -   
7840,3549,Parry Sound,3524,Halton,32,Empty,4.92, -   , -   
7841,3549,Parry Sound,3526,Niagara,32,Empty,2.40, -   , -   
7842,3549,Parry Sound,3529,Brant,21,Other manufactured and miscellaneous goods,2.61," 10,661 "," 58,692 "
7843,3549,Parry Sound,3530,Waterloo,11,Lumber,1.27," 1,154 ", 778 
7844,3549,Parry Sound,3530,Waterloo,32,Empty,1.21, -   , -   
7845,3549,Parry Sound,3536,Kent,25,Plastics and rubber products,1.28," 48,023 "," 205,498 "
7846,3549,Parry Sound,3543,Simcoe,10,Liquefied propane gases and other petroleum products including liquefied natural gas,3.27," 104,035 "," 13,847 "
7847,3549,Parry Sound,3543,Simcoe,19,Other agriculture and food products,4.35," 86,072 "," 83,130 "
7848,3549,Parry Sound,3543,Simcoe,22,Other raw and finished forest products,4.55," 1,138 "," 3,853 "
7849,3549,Parry Sound,3543,Simcoe,25,Plastics and rubber products,8.67," 6,301 "," 30,951 "
7850,3549,Parry Sound,3543,Simcoe,32,Empty,71.22, -   , -   
7851,3549,Parry Sound,3543,Simcoe,33,Mail,4.12," 4,685 ", -   
7852,3549,Parry Sound,3544,Muskoka,5,Cement and non-metallic mineral products,4.55," 93,061 "," 11,819 "
7853,3549,Parry Sound,3544,Muskoka,10,Liquefied propane gases and other petroleum products including liquefied natural gas,12.46," 142,096 "," 22,519 "
7854,3549,Parry Sound,3544,Muskoka,12,Machinery,1.21," 49,663 "," 409,270 "
7855,3549,Parry Sound,3544,Muskoka,14,"Minerals, ores and concentrates",9.26," 247,559 "," 8,417 "
7856,3549,Parry Sound,3544,Muskoka,19,Other agriculture and food products,1.87," 5,521 "," 3,384 "
7857,3549,Parry Sound,3544,Muskoka,21,Other manufactured and miscellaneous goods,5.34," 3,649 "," 39,233 "
7858,3549,Parry Sound,3544,Muskoka,22,Other raw and finished forest products,4.55," 12,822 "," 8,809 "
7859,3549,Parry Sound,3544,Muskoka,25,Plastics and rubber products,4.12, 470 ," 1,679 "
7860,3549,Parry Sound,3544,Muskoka,32,Empty,32.30, -   , -   
7861,3549,Parry Sound,3548,Nipissing,19,Other agriculture and food products,6.55," 9,435 "," 23,615 "
7862,3549,Parry Sound,3548,Nipissing,28,Waste and scrap,1.21," 5,997 "," 3,220 "
7863,3549,Parry Sound,3548,Nipissing,32,Empty,24.68, -   , -   
7864,3549,Parry Sound,3549,Parry Sound,3,Automobiles and other vehicles/ gte,1.87," 1,275 "," 16,692 "
7865,3549,Parry Sound,3549,Parry Sound,4,Base metals and articles of base metal,4.12, 412 ," 2,594 "
7866,3549,Parry Sound,3549,Parry Sound,11,Lumber,4.55," 6,206 "," 4,184 "
7867,3549,Parry Sound,3549,Parry Sound,14,"Minerals, ores and concentrates",6.16," 171,561 "," 12,854 "
7868,3549,Parry Sound,3549,Parry Sound,18,"Other (fuel oil, gasoline and aviation fuel)",4.55, 455 , 192 
7869,3549,Parry Sound,3549,Parry Sound,32,Empty,37.76, -   , -   
7870,3549,Parry Sound,3552,Sudbury,22,Other raw and finished forest products,2.59," 61,304 "," 15,719 "
7871,3549,Parry Sound,3553,Sudbury,32,Empty,2.38, -   , -   
7872,3549,Parry Sound,3554,Timiskaming,32,Empty,5.91, -   , -   
7873,3549,Parry Sound,3556,Cochrane,21,Other manufactured and miscellaneous goods,1.09," 18,530 "," 125,917 "
7874,3549,Parry Sound,3557,Algoma,21,Other manufactured and miscellaneous goods,1.04, 104 ," 3,979 "
7875,3551,Manitoulin,3521,Peel,13,"Meat, fish and seafood",1.00," 9,090 "," 54,745 "
7876,3551,Manitoulin,3524,Halton,28,Waste and scrap,1.45," 60,300 "," 39,262 "
7877,3551,Manitoulin,3540,Huron,32,Empty,2.35, -   , -   
7878,3551,Manitoulin,3548,Nipissing,19,Other agriculture and food products,1.05," 2,861 ", 882 
7879,3551,Manitoulin,3549,Parry Sound,32,Empty,2.54, -   , -   
7880,3551,Manitoulin,3557,Algoma,5,Cement and non-metallic mineral products,2.12," 82,186 "," 10,438 "
7881,3551,Manitoulin,3557,Algoma,19,Other agriculture and food products,2.64," 7,259 "," 9,196 "
7882,3551,Manitoulin,3557,Algoma,28,Waste and scrap,1.87," 1,107 ", 514 
7883,3551,Manitoulin,3557,Algoma,32,Empty,4.57, -   , -   
7884,3552,Sudbury,3514,Northumberland,32,Empty,2.49, -   , -   
7885,3552,Sudbury,3519,York,15,Newsprint,1.00," 37,409 "," 35,127 "
7886,3552,Sudbury,3522,Dufferin,32,Empty,2.22, -   , -   
7887,3552,Sudbury,3523,Wellington,5,Cement and non-metallic mineral products,1.78," 66,008 "," 60,727 "
7888,3552,Sudbury,3523,Wellington,32,Empty,1.87, -   , -   
7889,3552,Sudbury,3525,Hamilton,32,Empty,4.97, -   , -   
7890,3552,Sudbury,3530,Waterloo,24,Parts & accessories for motors vehicles/ ogte,1.09, 109 , 414 
7891,3552,Sudbury,3543,Simcoe,32,Empty,6.29, -   , -   
7892,3552,Sudbury,3549,Parry Sound,22,Other raw and finished forest products,1.11," 22,220 "," 15,265 "
7893,3552,Sudbury,3551,Manitoulin,32,Empty,3.67, -   , -   
7894,3552,Sudbury,3552,Sudbury,32,Empty,1.46, -   , -   
7895,3552,Sudbury,3553,Sudbury,3,Automobiles and other vehicles/ gte,17.33," 1,733 "," 17,845 "
7896,3552,Sudbury,3553,Sudbury,32,Empty,40.97, -   , -   
7897,3552,Sudbury,3557,Algoma,14,"Minerals, ores and concentrates",5.88," 72,297 "," 75,141 "
7898,3552,Sudbury,3557,Algoma,22,Other raw and finished forest products,1.37," 56,085 "," 13,861 "
7899,3552,Sudbury,3557,Algoma,28,Waste and scrap,1.44," 58,987 "," 19,832 "
7900,3552,Sudbury,3557,Algoma,32,Empty,22.27, -   , -   
7901,3552,Sudbury,7026,Michigan,32,Empty,1.03, -   , -   
7902,3553,Sudbury,2400,Quebec,5,Cement and non-metallic mineral products,1.73," 69,160 "," 28,217 "
7903,3553,Sudbury,2400,Quebec,21,Other manufactured and miscellaneous goods,1.62," 19,246 "," 299,598 "
7904,3553,Sudbury,2400,Quebec,28,Waste and scrap,1.49," 22,289 "," 14,512 "
7905,3553,Sudbury,2400,Quebec,32,Empty,2.67, -   , -   
7906,3553,Sudbury,3506,Ottawa-Carleton,32,Empty,6.22, -   , -   
7907,3553,Sudbury,3515,Peterborough,32,Empty,5.92, -   , -   
7908,3553,Sudbury,3518,Durham,28,Waste and scrap,7.95," 185,648 "," 141,760 "
7909,3553,Sudbury,3518,Durham,32,Empty,5.85, -   , -   
7910,3553,Sudbury,3519,York,32,Empty,9.00, -   , -   
7911,3553,Sudbury,3519,York,33,Mail,2.35," 4,280 ", -   
7912,3553,Sudbury,3520,Toronto,4,Base metals and articles of base metal,2.71," 124,595 "," 1,249,920 "
7913,3553,Sudbury,3520,Toronto,5,Cement and non-metallic mineral products,3.53," 28,156 "," 59,573 "
7914,3553,Sudbury,3520,Toronto,14,"Minerals, ores and concentrates",8.09," 323,505 "," 1,520,277 "
7915,3553,Sudbury,3520,Toronto,19,Other agriculture and food products,1.00," 13,580 "," 35,372 "
7916,3553,Sudbury,3520,Toronto,22,Other raw and finished forest products,1.14," 5,163 "," 4,232 "
7917,3553,Sudbury,3520,Toronto,28,Waste and scrap,2.35," 51,998 "," 7,696 "
7918,3553,Sudbury,3520,Toronto,32,Empty,33.08, -   , -   
7919,3553,Sudbury,3520,Toronto,33,Mail,2.35," 10,699 ", -   
7920,3553,Sudbury,3521,Peel,3,Automobiles and other vehicles/ gte,1.14," 17,040 "," 273,719 "
7921,3553,Sudbury,3521,Peel,4,Base metals and articles of base metal,2.40," 40,735 "," 126,081 "
7922,3553,Sudbury,3521,Peel,5,Cement and non-metallic mineral products,2.85," 40,277 "," 81,318 "
7923,3553,Sudbury,3521,Peel,8,"Electronic, electrical & office equipment",1.00," 11,363 "," 248,080 "
7924,3553,Sudbury,3521,Peel,12,Machinery,2.02," 27,597 "," 140,599 "
7925,3553,Sudbury,3521,Peel,14,"Minerals, ores and concentrates",3.79," 157,574 "," 233,064 "
7926,3553,Sudbury,3521,Peel,15,Newsprint,3.00," 66,270 "," 62,226 "
7927,3553,Sudbury,3521,Peel,19,Other agriculture and food products,2.02," 41,397 "," 94,675 "
7928,3553,Sudbury,3521,Peel,21,Other manufactured and miscellaneous goods,3.49," 16,344 "," 111,027 "
7929,3553,Sudbury,3521,Peel,23,Paper and paper products,2.18," 64,431 "," 72,918 "
7930,3553,Sudbury,3521,Peel,28,Waste and scrap,2.57," 68,845 "," 11,282 "
7931,3553,Sudbury,3521,Peel,32,Empty,40.58, -   , -   
7932,3553,Sudbury,3521,Peel,33,Mail,6.80," 24,744 ", -   
7933,3553,Sudbury,3523,Wellington,19,Other agriculture and food products,2.24," 4,581 "," 21,800 "
7934,3553,Sudbury,3523,Wellington,32,Empty,1.94, -   , -   
7935,3553,Sudbury,3524,Halton,4,Base metals and articles of base metal,1.06," 36,266 "," 33,289 "
7936,3553,Sudbury,3524,Halton,32,Empty,4.83, -   , -   
7937,3553,Sudbury,3525,Hamilton,4,Base metals and articles of base metal,1.53," 41,533 "," 38,123 "
7938,3553,Sudbury,3525,Hamilton,32,Empty,11.12, -   , -   
7939,3553,Sudbury,3526,Niagara,4,Base metals and articles of base metal,3.72," 116,261 "," 1,166,318 "
7940,3553,Sudbury,3526,Niagara,14,"Minerals, ores and concentrates",2.79," 99,328 "," 516,029 "
